DATE,TEMP,DEWP,SLP,VISIB,WDSP,PRCP,COND
01/03/1996,15.22222222,49.9,1020.9,1.4,1.1,0,2
01/04/1996,13.22222222,47.3,1018.1,0.7,2.1,0,2
01/05/1996,12.27777778,43.8,1016.6,0.7,1,0,2
01/06/1996,12.38888889,42.1,1017.7,0.7,1.4,0,2
01/07/1996,12.72222222,42,1019.2,0.9,1.5,0,2
01/08/1996,12.55555556,44.4,1019.7,0.5,2.4,0,2
01/09/1996,12.66666667,43.1,1017.4,0.6,0.8,0,2
01/10/1996,12.72222222,45.2,1015.3,0.3,0.7,0,2
01/11/1996,11.77777778,47.1,1015.6,0.3,0.9,0,2
01/12/1996,14.11111111,45.4,1015.4,1,1.7,0,2
1-13-1996,14.22222222,44.7,1014.7,0.8,1.2,0,0
1-14-1996,16.94444444,47.9,1011.4,1.2,5.7,0,1
1-15-1996,14.88888889,55.8,1008.8,0.9,5.1,0.16,1
1-16-1996,16.33333333,51.5,1013.4,1.3,3.6,0.09,1
1-17-1996,14.11111111,52.7,1017.6,1,2,0,0
1-18-1996,13.22222222,43.2,1017.3,1.3,4.7,0,0
1-19-1996,11.88888889,42.6,1016.2,1.2,2.6,0,0
1-20-1996,12.44444444,41.7,1014.5,1.2,2.4,0,0
1-21-1996,13.38888889,43,1014.8,1.2,0.9,0,0
1-22-1996,15.94444444,51.4,1016.8,0.8,1.5,0,0
1-23-1996,15.5,47.1,1019.1,1.2,4.5,0.02,2
1-24-1996,14.11111111,38.6,1017,1.6,6.5,0,0
1-25-1996,14.77777778,41.3,1014.6,1.6,4.9,0,0
1-26-1996,12.5,41.9,1015.3,1.2,1.4,0,0
1-27-1996,14.05555556,39.9,1018,1.2,1.7,0,0
1-28-1996,13.27777778,35.2,1019,1.9,5.1,0,0
1-29-1996,13.22222222,33.5,1017.5,1.6,7.6,0,0
1-30-1996,12.33333333,34.7,1015.3,1.6,4.2,0,0
1-31-1996,12.72222222,39.3,1015.6,1.2,1.1,0,0
02/01/1996,13.66666667,45.6,1015.5,0.6,1,0,2
02/02/1996,13.77777778,46.1,1017,0.5,1.2,0,2
02/03/1996,14.38888889,43.5,1016.3,1,2.6,0,2
02/04/1996,14.44444444,42.6,1016.3,1.5,1.9,0,0
02/05/1996,15.27777778,43.3,1015.6,0.9,2.5,0,2
02/06/1996,16.55555556,46.7,1014.7,0.9,2.4,0,2
02/07/1996,17,50.3,1014.4,1,2.6,0,2
02/08/1996,18.72222222,53.4,1012.3,0.9,5.5,0,0
02/09/1996,15.5,54.1,1013.8,1.3,9.2,0.12,1
02/10/1996,12.77777778,51.6,1017.5,1.2,2.7,0.68,0
02/11/1996,15.33333333,50.5,1020,1.4,3.2,0.01,0
02/12/1996,15.05555556,51.8,1018.1,0.8,2.6,0,2
2-13-1996,15.83333333,51.5,1014.2,0.8,2.6,0,2
2-14-1996,17.83333333,51.3,1011.4,0.9,3.6,0,2
2-15-1996,18,55.1,1012.7,1,1.1,0,2
2-16-1996,16.88888889,46.6,1015.2,1.2,2.6,0,2
2-17-1996,17.38888889,45,1015.3,1.6,7.5,0,0
2-18-1996,17.72222222,45.1,1014.8,1.9,7.1,0,0
2-19-1996,18.88888889,44.3,1012.4,1.9,5.2,0,0
2-20-1996,18.83333333,45.6,1010.4,1.6,1.5,0,0
2-21-1996,19.33333333,49.5,1010.2,1.4,2.9,0,2
2-22-1996,20.11111111,50.6,1011.4,1.1,2.4,0,2
2-23-1996,19.94444444,48.7,1011.4,1.1,2.7,0,0
2-24-1996,20.44444444,54.9,1010.2,1,2.3,0,0
2-25-1996,18.44444444,57.8,1009.7,1.1,7.3,0,0
2-26-1996,17.27777778,55.9,1013,1.2,3,0.14,1
2-27-1996,16.77777778,50,1017.4,1.6,4.3,0.01,2
2-28-1996,19.16666667,52.2,1015.8,1.6,5.3,0,0
2-29-1996,19.72222222,49.9,1015.8,1.9,3.7,0,0
03/01/1996,20.44444444,54.3,1015.6,0.9,1.1,0,0
03/02/1996,18.44444444,56.6,1014,0.8,4.5,0,0
03/03/1996,20.94444444,54.4,1013.9,1.3,2.5,0.01,2
03/04/1996,20.83333333,58.8,1015.7,0.6,1.1,0,2
03/05/1996,21.88888889,56.6,1014.1,1.1,1.3,0,0
03/06/1996,21.44444444,56.2,1012.2,1.6,1.5,0,0
03/07/1996,22.72222222,58.5,1011.5,1.2,1.2,0,0
03/08/1996,23.16666667,52.8,1012.5,1.8,5.1,0,0
03/09/1996,22.77777778,53.5,1012.4,1.9,8.2,0,0
03/10/1996,23.83333333,57.7,1011.7,1.7,4.9,0,0
03/11/1996,25.27777778,57.1,1009.9,1.8,5.7,0,0
03/12/1996,26.33333333,56.2,1009.5,1.9,4.7,0,0
3-13-1996,25.44444444,56.7,1007.1,2.5,8.5,0,0
3-14-1996,25.22222222,57.5,1006.6,1.9,5.4,0,0
3-15-1996,24.94444444,58.4,1007.8,1.2,1.9,0,0
3-16-1996,24.44444444,57.6,1009.1,1.4,2.5,0,0
3-17-1996,21.5,59.2,1008.6,1.2,7.1,0,1
3-18-1996,22.88888889,57.5,1009.8,1.8,6.5,0.1,1
3-19-1996,23,56.9,1009,1.4,2.2,0.02,2
3-20-1996,21.66666667,52.7,1009.4,1.6,2.4,0,0
3-21-1996,21.77777778,52.9,1009.9,1.2,3.2,0,0
3-22-1996,21.11111111,56,1011.6,1.7,6.7,0,1
3-23-1996,22,53.4,1011.8,1.7,6.4,0,0
3-24-1996,24.88888889,52.1,1008.7,2.1,7.7,0,0
3-25-1996,25,52.8,1005.7,6.8,6.5,0,0
3-26-1996,25.83333333,56.9,1002.5,2.3,6.5,0.05,0
3-27-1996,26.16666667,53.6,1002.5,1.4,4.3,0,0
3-28-1996,29.33333333,57,1001.4,1.8,5.3,0,0
3-29-1996,28.55555556,56.5,1000.4,1.2,3.7,0,0
3-30-1996,25.61111111,40.7,1005.3,2,6.1,0,0
3-31-1996,23.22222222,36.3,1008,1.8,9.9,0,0
04/01/1996,23.55555556,35.5,1007.4,2.3,7.6,0,0
04/02/1996,23.61111111,41.2,1007.6,2.1,4.8,0,0
04/03/1996,26.33333333,42.9,1007.3,1.8,3,0,0
04/04/1996,25.55555556,48.8,1006.1,1.5,1,0,0
04/05/1996,27.11111111,45.9,1005.2,1.8,3,0,0
04/06/1996,29.22222222,49.6,1004.8,6,3.6,0,1
04/07/1996,28.5,46.3,1008,1.5,4.4,0,0
04/08/1996,27.05555556,33,1009.7,1.7,5.6,0,0
04/09/1996,25.66666667,39.4,1007.4,2.2,4.7,0,0
04/10/1996,25.27777778,42.1,1006.6,1.9,4.2,0,0
04/11/1996,26.72222222,42.7,1006.6,1.7,3.5,0,0
04/12/1996,28,45.8,1008.9,1.6,3,0,0
4-13-1996,29.88888889,44.6,1010.5,1.8,5,0,0
4-14-1996,29.27777778,42.4,1009.6,1.9,5,0,0
4-15-1996,28.77777778,51.7,1008.5,1.2,2.2,0,0
4-16-1996,30.83333333,52,1004.1,1,2.3,0,0
4-17-1996,31.55555556,53.7,1003.6,1.6,4.8,0,0
4-18-1996,30.88888889,57.7,1004.9,1.4,2.5,0,0
4-19-1996,29.61111111,52,1006.2,0.6,8.5,0,0
4-20-1996,29.77777778,52.2,1005.9,1.3,2.6,0,0
4-21-1996,27.88888889,58.2,1005.7,1.6,1.3,0,0
4-22-1996,29.05555556,56,1007,1.1,4.2,0.04,0
4-23-1996,28.61111111,57.5,1005.3,1.4,2.2,0,0
4-24-1996,28.11111111,57.4,1003.2,1.7,1.6,0,1
4-25-1996,31,53.4,1001.5,1.4,3.5,0.02,0
4-26-1996,30.38888889,59.2,1001.8,1.9,6.1,0,0
4-27-1996,32.05555556,62,1001.9,1.6,9.2,0,0
4-28-1996,32.66666667,62.2,1001.5,1.8,2.1,0,0
4-29-1996,33.11111111,61.6,1000.7,1.3,4.7,0,0
4-30-1996,34.27777778,54.2,998.5,1.3,1.6,0.02,1
05/01/1996,29.94444444,47.8,998.7,1.4,2.3,0,0
05/02/1996,32.22222222,44.3,1000.2,1.6,2.5,0,0
05/03/1996,34.16666667,46.9,1002.1,1.9,4,0,0
05/04/1996,33.16666667,48.2,1003,1.6,2.5,0,0
05/05/1996,31.94444444,49.9,1001.9,1.6,2.1,0,0
05/06/1996,32.88888889,41.2,1002.4,1.6,4.4,0,0
05/07/1996,32.83333333,35.1,1002.4,1.8,6.1,0,0
05/08/1996,33.88888889,47,998.8,1.4,4.6,0,0
05/09/1996,35.38888889,41.4,997.2,1.7,5.5,0,0
05/10/1996,35.94444444,46.8,998.5,1.7,7.3,0,0
05/11/1996,29.27777778,61.7,1003.8,1.7,9,0.02,1
05/12/1996,30.38888889,58.5,1004,1.9,0.6,0.25,0
5-13-1996,31.94444444,53.8,1000.7,1.2,4.5,0,0
5-14-1996,29.94444444,63,1001.2,1.7,6.4,0,1
5-15-1996,30.22222222,62.7,1004.1,1.7,3.5,0,1
5-16-1996,29.55555556,60.2,1007.6,1.2,1.7,0.08,0
5-17-1996,29.94444444,58.7,1006.5,1.2,4,0,0
5-18-1996,29.94444444,54.3,1003.4,1.7,3.5,0,1
5-19-1996,29.33333333,55.2,1003.5,1.2,4.4,0,1
5-20-1996,29.61111111,61.2,1005.2,1.4,1.1,0.07,0
5-21-1996,32.33333333,58.4,1004.4,1.2,2.1,0,0
5-22-1996,30.33333333,64.5,1004.7,1.2,2.6,0,1
5-23-1996,30.5,63.7,1003.7,1.2,0.6,0,0
5-24-1996,33.94444444,61.3,1002.6,2,5.1,0,0
5-25-1996,33.27777778,63,1004.2,1.8,7.1,0,0
5-26-1996,33.11111111,60.3,1001.5,2.5,6.2,0,0
5-27-1996,34.11111111,56,996.4,1.9,3.7,0,0
5-28-1996,36.44444444,54.4,993.5,2,4,0,1
5-29-1996,36.44444444,58.4,993.8,1.6,6.1,0,1
5-30-1996,33.77777778,59.6,999,1.8,3.1,0.14,0
5-31-1996,35.88888889,55,1000.7,1.8,2.3,0,0
06/01/1996,36.55555556,54.9,998.6,1.4,3.2,0,0
06/02/1996,34.66666667,58.5,995.7,1.5,1.5,0,0
06/03/1996,35.27777778,64.2,995.4,1.2,2.2,0,0
06/04/1996,33.05555556,66,995.5,1.1,7.3,0,0
06/05/1996,31.72222222,64,998.5,1.6,5.7,0,0
06/06/1996,32.16666667,66.9,1001.6,1.9,2.5,0,0
06/07/1996,33.11111111,67,1003.1,1.8,3.1,0,0
06/08/1996,35.22222222,68.5,1001.8,1.8,0.7,0,0
06/09/1996,27.5,70.2,1005.9,0.9,3.7,0.2,1
06/10/1996,29.27777778,76.3,1004.4,1.1,1.8,0.41,1
06/11/1996,34.38888889,74.3,1002.4,1.6,1.4,0.22,0
06/12/1996,34.22222222,72.9,1000.9,1.6,6.6,0,0
6-13-1996,32.22222222,74.3,1001.5,1.6,2.5,0,0
6-14-1996,32.44444444,72.7,999.1,1.4,4.1,0,0
6-15-1996,33.22222222,72.2,997.2,1.8,0.9,0,0
6-16-1996,29,73.6,997.2,1.3,1.5,0.08,1
6-17-1996,32.83333333,75,996.1,1.7,1.6,0,0
6-18-1996,33.72222222,74.8,993.9,1.7,4.3,0,0
6-19-1996,28.5,75.3,994.4,1,1,1.18,1
6-20-1996,29.33333333,77.9,994.4,1.2,1.5,0,1
6-21-1996,32.11111111,74.4,994.8,2.1,4.7,0.67,1
6-22-1996,30.33333333,72.7,994.7,2,6.7,0,1
6-23-1996,26.22222222,76.1,994.7,0.6,5.6,0.06,1
6-24-1996,26.38888889,78.1,995.8,0.6,2.8,0,1
6-25-1996,28.66666667,77.1,998.1,1.3,0.5,3.19,1
6-26-1996,28.77777778,76.9,1000.1,1.2,0.7,0,1
6-27-1996,32.27777778,75.4,1000.3,1.5,5.4,0.04,0
6-28-1996,33.22222222,73,998,2,10.7,0,0
6-29-1996,32.55555556,73.2,998.1,1.9,6.2,0,0
6-30-1996,29.55555556,72.7,1000,2,6.3,0.01,1
07/01/1996,28.55555556,72.7,1000.3,1.6,2.3,0.19,0
07/02/1996,28.83333333,74.1,1001.4,1.8,3.7,0.28,0
07/03/1996,31.44444444,74.7,1001,1.6,5.7,0.03,1
07/04/1996,30.55555556,75.2,1000.7,1.8,5,10.35,1
07/05/1996,29.33333333,74.3,999.2,1.8,4.7,0.38,1
07/06/1996,30.5,74.3,998.7,1.8,1.6,0.23,0
07/07/1996,32.22222222,75.1,1000.1,1.1,2.5,0,0
07/08/1996,31.61111111,78.8,1002.2,1.4,4.4,0,0
07/09/1996,32.72222222,77.4,1001.2,1.9,5.1,0,0
07/10/1996,31.77777778,78.8,996.8,1.5,3.5,0,0
07/11/1996,31.72222222,75.9,993.8,1.6,6.3,0,1
07/12/1996,31.44444444,78,995.7,1.7,4.9,0.13,0
7-13-1996,32.88888889,77.5,996.8,1.7,5.1,0,0
7-14-1996,32.44444444,77.2,998.9,1.6,5.2,0,0
7-15-1996,29.27777778,78.6,1000.8,1.6,4.6,0.48,1
7-16-1996,30.55555556,78.4,998.9,1.2,2.3,0.96,0
7-17-1996,31.5,78.8,998.4,1.2,2.2,0.01,0
7-18-1996,30.66666667,78.5,997.8,1.9,4.8,0,0
7-19-1996,31.22222222,78.3,996.2,1.4,6.8,0.2,1
7-20-1996,30.16666667,74.5,995.9,1.2,3.1,0,0
7-21-1996,30.5,77.2,996.3,1.4,4.2,0.13,1
7-22-1996,30.83333333,78.3,995.6,1.2,2.9,0,0
7-23-1996,28.33333333,78,995.1,1.7,3.4,0.85,1
7-24-1996,28.16666667,78.4,994,0.9,1,0.96,1
7-25-1996,27.16666667,78,994.8,0.7,1.3,1.42,1
7-26-1996,31.66666667,79.4,994.5,1.6,2.8,0.87,0
7-27-1996,31.5,77.7,995.2,2,6.7,0,1
7-28-1996,30.27777778,75.3,995.2,1.7,5.4,0,0
7-29-1996,31.22222222,75.9,995.7,2,1.4,0,0
7-30-1996,30.5,77.4,996.2,1.7,7,0,0
7-31-1996,28.38888889,77.4,997.1,1.2,4.8,0,1
08/01/1996,27.44444444,76.5,998.9,1.6,4.1,0.94,1
08/02/1996,28.16666667,78.6,997.9,0.6,1.1,0.43,1
08/03/1996,27.33333333,78.5,998.4,1.1,1.4,1.1,1
08/04/1996,29.38888889,79.9,998.1,1.5,2.4,1.02,1
08/05/1996,29.77777778,78.9,998.2,1.9,6.2,0.03,0
08/06/1996,30.33333333,79.2,997.1,5.6,4.1,0.02,0
08/07/1996,30.33333333,78.8,996.4,1.2,2.7,0.27,0
08/08/1996,29.66666667,76.3,997.9,1.7,7.7,0,0
08/09/1996,29.83333333,75.6,998.6,1.9,6.2,0,0
08/10/1996,28.88888889,75.2,1001.5,1.5,2.1,0,0
08/11/1996,29.11111111,77.8,1002,1.2,1.2,0.04,0
08/12/1996,29.83333333,77.3,1000.9,1.7,2.6,0,0
8-13-1996,29.38888889,76.8,998,1.6,4.6,0.04,1
8-14-1996,26,76,999.2,1.2,4.2,0.72,1
8-15-1996,27.66666667,76.6,1001.7,1.2,3.7,0.54,1
8-16-1996,28,78.6,1002.2,1.3,2.8,0.08,1
8-17-1996,28.16666667,78.1,1001.6,1.2,2,0,0
8-18-1996,27.77777778,77.9,1000.7,1,1.5,0.04,1
8-19-1996,27.11111111,77.3,1000.1,1,1.7,0.75,1
8-20-1996,26.11111111,75.9,1001.1,1.2,3.6,1.23,1
8-21-1996,27.11111111,76.6,1000.4,1.4,7.7,0,1
8-22-1996,25.66666667,74.9,1001.3,1.2,10.3,0.24,1
8-23-1996,24.88888889,75.6,1002.3,0.7,2.9,2.3,1
8-24-1996,27.11111111,76,1004,1,1,1.14,0
8-25-1996,29,76.9,1003,1.2,1.2,0,0
8-26-1996,30.77777778,77.8,1003.2,1.2,0.6,0,0
8-27-1996,30.83333333,79,1004.2,1.5,3,0,1
8-28-1996,30.77777778,78.5,1004.1,1.6,1.4,0,0
8-29-1996,29.33333333,77.4,1001.4,1.2,3.7,0,0
8-30-1996,30.05555556,78,1001.6,1.4,4.3,0,1
8-31-1996,28.5,76.8,1003.1,1.4,5,0,0
09/01/1996,29.94444444,76.1,1002.8,1.8,1.3,0,0
09/02/1996,29.5,76.9,1002.2,1.2,3.1,0,0
09/03/1996,27.38888889,75.8,1002.8,1.3,2.9,0.08,1
09/04/1996,26.94444444,76.6,1003.4,1.4,2.1,1.2,1
09/05/1996,27.11111111,76.3,1004.3,1.6,4.8,0.03,1
09/06/1996,27.27777778,75.5,1003.9,1.7,3.4,0.25,1
09/07/1996,25.88888889,75.6,1002.7,1.2,2.7,0.83,1
09/08/1996,25.72222222,75.8,1002.6,1.1,3.1,0.15,1
09/09/1996,25.83333333,76.5,1003.1,1.1,2.9,0.67,1
09/10/1996,27.27777778,77.3,1003.4,1.3,1.7,1.7,0
09/11/1996,29.27777778,78,1002.8,1.6,0.8,0.24,1
09/12/1996,28.05555556,78.7,1003.7,1,0.6,0.15,1
9-13-1996,28.94444444,76.3,1003.2,1.3,1.9,0.76,0
9-14-1996,29.88888889,76.7,1000.8,1.7,1.5,0,0
9-15-1996,29,74.4,1001.3,1.7,2.3,0,0
9-16-1996,29.61111111,76.3,1001.9,1.4,1.5,0,0
9-17-1996,31.5,75.6,999.3,1.7,1.9,0,0
9-18-1996,28.77777778,72,999.6,1.7,3.7,0,0
9-19-1996,28.77777778,71.9,1001,1.6,4.1,0,0
9-20-1996,29.38888889,72.7,1002.9,1.6,4,0,0
9-21-1996,29.88888889,73,1004.6,1.7,3.5,0,0
9-22-1996,30.55555556,72.2,1005,1.8,4.3,0,0
9-23-1996,29.88888889,72.4,1004.8,1.7,2.6,0,0
9-24-1996,30.33333333,73.8,1006,1.6,2.2,0,0
9-25-1996,29.77777778,69.2,1005.1,1.8,3.2,0,0
9-26-1996,29.27777778,65.9,1002.3,1.6,1.8,0,0
9-27-1996,29.05555556,66.4,1003.4,1.7,2.9,0,0
9-28-1996,29.27777778,67,1005,1.6,2.7,0,0
9-29-1996,28.61111111,68,1005.9,1.7,2.2,0,0
9-30-1996,29.33333333,69.9,1005.7,1.6,1.9,0,0
10/01/1996,30.88888889,70.6,1007,1.1,0.8,0,0
10/02/1996,30.16666667,72.1,1006.5,1.2,2.7,0,0
10/03/1996,29.27777778,70.5,1004.3,1.2,3.9,0,0
10/04/1996,24.61111111,72,1004.1,1.2,3.4,0.79,1
10/05/1996,23.77777778,68.3,1006,1.6,4.1,0,1
10/06/1996,24.11111111,64.3,1007.5,1.6,3.5,0,0
10/07/1996,24.77777778,65.3,1009.8,1.7,3.4,0,0
10/08/1996,25.16666667,63.4,1011.6,1.6,3.5,0,0
10/09/1996,25.72222222,64.5,1010.7,1.2,2.4,0,0
10/10/1996,26.22222222,64.2,1009.1,1.2,2.1,0,0
10/11/1996,27.22222222,63,1010.3,1.8,1.3,0,0
10/12/1996,26.44444444,66.3,1012.8,0.9,1.1,0,0
10-13-1996,26.11111111,64.6,1013.7,0.7,1.1,0,0
10-14-1996,25.22222222,62.2,1011.9,0.9,2.2,0,0
10-15-1996,23.72222222,60.9,1010.5,1.2,1.4,0,0
10-16-1996,24.33333333,60.8,1010.7,1.1,1,0,0
10-17-1996,26.11111111,63.7,1012,0.7,0.3,0,0
10-18-1996,25.5,66.4,1011.6,0.5,0.5,0,0
10-19-1996,25.5,65.5,1010.8,0.8,0.7,0,0
10-20-1996,26.61111111,63.2,1009.4,1.2,2.1,0,0
10-21-1996,25.55555556,64,1010.5,1.2,1.3,0,0
10-22-1996,24.33333333,62,1011.1,1.2,0.8,0,0
10-23-1996,22.55555556,59.4,1013.1,0.7,0.5,0,0
10-24-1996,21.16666667,57.6,1013.8,0.4,0.2,0,0
10-25-1996,21.22222222,59.2,1013.4,0.4,0.4,0,0
10-26-1996,22.38888889,60,1011,0.8,1.2,0,2
10-27-1996,23.38888889,57,1009.6,0.9,1.7,0,0
10-28-1996,23.66666667,59.2,1010.2,0.9,2.1,0,0
10-29-1996,22.66666667,52.4,1008.5,1.2,3.2,0,0
10-30-1996,22.55555556,51.7,1008.6,1.3,3.6,0,0
10-31-1996,23.05555556,52,1008.6,1,2.3,0,0
11/01/1996,22.66666667,56.7,1009.9,0.8,0.5,0,0
11/02/1996,22.5,54.9,1009.4,1.6,1.7,0,0
11/03/1996,20.88888889,55.7,1009.3,1,1.2,0,0
11/04/1996,21.72222222,55.4,1010.1,0.8,0.9,0,0
11/05/1996,21.94444444,52.6,1010.1,0.9,1.5,0,0
11/06/1996,20.83333333,52.8,1011.2,0.8,2.4,0,0
11/07/1996,20.83333333,53.1,1012.3,0.9,1.7,0,0
11/08/1996,20.11111111,50.5,1013.8,0.9,1.7,0,0
11/09/1996,20.05555556,50.4,1013.6,0.9,1.8,0,0
11/10/1996,18.05555556,49.6,1011.6,0.9,1.1,0,0
11/11/1996,20.22222222,49.4,1011.3,1,1,0,0
11/12/1996,21.27777778,53,1011.5,1,0.4,0,0
11-13-1996,20.77777778,55.4,1011.3,0.9,0.5,0,0
11-14-1996,19.05555556,52.8,1016.2,0.8,1,0,0
11-15-1996,19.11111111,47,1018.7,0.9,3.9,0,0
11-16-1996,17.94444444,45.9,1016.3,1.3,4.6,0,0
11-17-1996,16.77777778,42.5,1017,1.1,1.4,0,0
11-18-1996,15.83333333,47.8,1017.2,0.7,0.4,0,0
11-19-1996,17.33333333,47.9,1017,0.7,2.1,0,2
11-20-1996,19.88888889,55.8,1016.9,0.6,2.8,0,0
11-21-1996,18.33333333,52.6,1016.6,0.5,1.7,0,0
11-22-1996,15.27777778,44.9,1015.5,0.8,2.2,0,0
11-23-1996,14.22222222,44.8,1015.7,0.6,1.3,0,0
11-24-1996,15.72222222,46.2,1014,0.9,2.5,0,0
11-25-1996,16.16666667,46.6,1013.6,0.8,0.8,0,2
11-26-1996,16.83333333,50.5,1014.4,0.4,0,0,2
11-27-1996,16.83333333,48.6,1014.2,0.5,0.6,0,2
11-28-1996,15.55555556,47.9,1014.2,0.7,1,0,2
11-29-1996,14.44444444,41.6,1015.2,0.7,1.1,0,2
11-30-1996,13.55555556,39.6,1016.4,0.8,2,0,0
12/01/1996,13.77777778,42.2,1016.3,0.7,0.6,0,2
12/02/1996,14.94444444,44.7,1015.4,0.6,2.5,0,2
12/03/1996,14.16666667,47.6,1016.6,0.3,0,0,2
12/04/1996,14.94444444,47,1015.6,0.5,0.6,0,2
12/05/1996,14.55555556,46.5,1015.1,0.5,1.4,0,2
12/06/1996,14.72222222,44.3,1017.7,0.8,1.7,0,0
12/07/1996,13.61111111,33.1,1020.4,1.2,3,0,0
12/08/1996,13,27.6,1018.8,1.3,4.2,0,0
12/09/1996,12.77777778,26.6,1017.1,1.6,5,0,0
12/10/1996,11.88888889,28.1,1017.5,0.9,2.1,0,0
12/11/1996,10.94444444,34,1018,0.7,0.6,0,0
12/12/1996,10.16666667,37.3,1018.3,0.6,1.4,0,2
12-13-1996,12,37.5,1017.5,0.5,1.6,0,0
12-14-1996,12.55555556,37.9,1015.3,0.6,2.9,0,0
12-15-1996,14.38888889,34.6,1014.1,0.9,3.3,0,0
12-16-1996,12.61111111,39.1,1016.6,0.7,0.6,0,2
12-17-1996,12.5,44.1,1018.9,0.3,0.2,0,2
12-18-1996,11.94444444,40.7,1018.1,0.5,1.6,0,2
12-19-1996,13.55555556,42.3,1019.3,0.5,0.6,0,2
12-20-1996,13.05555556,47.4,1019.6,0.2,0.2,0,2
12-21-1996,13.72222222,46.2,1019.4,0.2,0.5,0,2
12-22-1996,10.61111111,43.2,1020.3,0.3,0.4,0,2
12-23-1996,12,44.1,1019.7,0.3,2.4,0,2
12-24-1996,13.11111111,41.8,1017.9,0.5,1.7,0,2
12-25-1996,14.5,45.5,1018,0.3,0.4,0,2
12-26-1996,16,49,1017.7,0.5,2.1,0,2
12-27-1996,14.33333333,47.6,1019.2,0.5,3.4,0,2
12-28-1996,14.5,45.9,1017.7,0.9,4.4,0,0
12-29-1996,13.33333333,45,1018.7,0.9,1,0,0
12-30-1996,13.66666667,43.9,1019.4,0.8,1.5,0,2
12-31-1996,14.33333333,47.1,1020.4,0.6,1.1,0,2
01/01/1997,12.61111111,48.2,1020.1,0.3,1,0,2
01/02/1997,13.44444444,46.3,1017.5,0.4,2.4,0,2
01/03/1997,12.83333333,44.8,1017.2,0.5,0.8,0,2
01/04/1997,14.22222222,47.6,1016.7,0.4,1.6,0,2
01/05/1997,14.27777778,45.4,1017.9,0.5,0.6,0,2
01/06/1997,13.11111111,47.5,1019.9,0.3,1.1,0,2
01/07/1997,12.5,41.9,1020.9,0.7,1.8,0,2
01/08/1997,11.77777778,39.3,1021.8,0.6,1.7,0,2
01/09/1997,12.5,42.2,1021.3,0.5,1.7,0,2
01/10/1997,12.38888889,42.1,1020.3,0.6,1.8,0,2
01/11/1997,12.38888889,41,1020.3,0.6,2,0,2
01/12/1997,11.27777778,43.1,1019.9,0.4,1.4,0,2
1-13-1997,11.27777778,40,1018.2,0.5,2,0,2
1-14-1997,10.5,42.1,1017.8,0.2,0.6,0,2
1-15-1997,11.27777778,41,1018.2,0.4,0.7,0,2
1-16-1997,11.83333333,42,1018.2,0.5,3.7,0,2
1-17-1997,12.5,42.4,1018.1,0.6,2.9,0,2
1-18-1997,13.33333333,38.6,1017.3,0.5,0.7,0,2
1-19-1997,12.22222222,48.9,1012.4,0.7,6.3,0.28,1
1-20-1997,11.16666667,45.8,1012.9,0.5,1.6,0.06,2
1-21-1997,10.38888889,47.3,1017.3,0.2,0.6,0,2
1-22-1997,10.61111111,44.9,1018.4,0.5,4.4,0,2
1-23-1997,11.77777778,43,1016,0.8,6.7,0,2
1-24-1997,12.22222222,40.7,1015,1,5.6,0,2
1-25-1997,12.27777778,39.6,1015.2,1.1,5.2,0,0
1-26-1997,13.05555556,42.8,1017,0.7,1.5,0,2
1-27-1997,13.94444444,45,1017.6,0.5,0.7,0,2
1-28-1997,13.44444444,45.5,1017.2,0.7,2.9,0,2
1-29-1997,12.77777778,45.1,1015.4,0.9,2.6,0,2
1-30-1997,13.83333333,46.9,1013.7,0.6,0.5,0,2
1-31-1997,12.44444444,46.2,1012.3,0.7,2,0,2
02/01/1997,15.05555556,46.5,1012,0.8,2.9,0,2
02/02/1997,14.94444444,51.6,1007.9,0.6,2.9,0.01,1
02/03/1997,15.16666667,51,1010.9,0.4,1.8,0.08,0
02/04/1997,13.33333333,50,1013.7,0.4,3.1,0,2
02/05/1997,13.11111111,42.8,1014.6,0.7,4.3,0,2
02/06/1997,13.88888889,41.3,1014.8,1.2,6.6,0,0
02/07/1997,13.88888889,41.2,1013.5,0.9,4.1,0,0
02/08/1997,17.77777778,46.4,1007.1,0.9,3.2,0,2
02/09/1997,14.22222222,46.7,1008.7,0.8,2.4,0,2
02/10/1997,14.72222222,41.5,1013,1.2,2,0,2
02/11/1997,14.94444444,39.9,1016.6,0.8,5.4,0,0
02/12/1997,15.66666667,40.3,1016.5,1.5,10.3,0,0
2-13-1997,17.22222222,39.6,1014.5,1.6,6.6,0,0
2-14-1997,17.44444444,46.3,1011.5,0.9,2.5,0,0
2-15-1997,17.55555556,45.4,1010.4,0.7,3,0,0
2-16-1997,17.05555556,38.6,1011.7,1.6,3.3,0,0
2-17-1997,15.44444444,37.6,1012.3,1.6,4.2,0,0
2-18-1997,16.61111111,42.8,1013,0.8,1.5,0,2
2-19-1997,16.5,40.8,1016.2,0.9,2.4,0,0
2-20-1997,15.33333333,40.7,1017.7,1.3,3.1,0,0
2-21-1997,16,40.8,1017.7,1.6,3.1,0,0
2-22-1997,15.66666667,42.5,1016,1.2,2.6,0,0
2-23-1997,18.33333333,44,1013.9,1.6,4.7,0,0
2-24-1997,22.05555556,49.5,1012.5,1.6,4,0,0
2-25-1997,20.11111111,54.3,1012.3,0.7,6.4,0,0
2-26-1997,19.72222222,55.8,1013.4,0.7,1.9,0,0
